pub_month	published	posted	rate	label
2013-11	28	49	0.5714285714285714	2020 Snapshot+Missing Links
2013-12	33	42	0.7857142857142857	2020 Snapshot+Missing Links
2014-01	32	50	0.64	2020 Snapshot+Missing Links
2014-02	41	60	0.6833333333333333	2020 Snapshot+Missing Links
2014-03	32	43	0.7441860465116279	2020 Snapshot+Missing Links
2014-04	38	61	0.6229508196721312	2020 Snapshot+Missing Links
2014-05	49	72	0.6805555555555556	2020 Snapshot+Missing Links
2014-06	51	76	0.6710526315789473	2020 Snapshot+Missing Links
2014-07	41	62	0.6612903225806451	2020 Snapshot+Missing Links
2014-08	56	82	0.6829268292682927	2020 Snapshot+Missing Links
2014-09	57	79	0.7215189873417721	2020 Snapshot+Missing Links
2014-10	61	86	0.7093023255813954	2020 Snapshot+Missing Links
2014-11	58	72	0.8055555555555556	2020 Snapshot+Missing Links
2014-12	68	91	0.7472527472527473	2020 Snapshot+Missing Links
2015-01	76	103	0.7378640776699029	2020 Snapshot+Missing Links
2015-02	56	88	0.6363636363636364	2020 Snapshot+Missing Links
2015-03	84	118	0.711864406779661	2020 Snapshot+Missing Links
2015-04	84	122	0.6885245901639344	2020 Snapshot+Missing Links
2015-05	62	107	0.5794392523364486	2020 Snapshot+Missing Links
2015-06	85	118	0.7203389830508474	2020 Snapshot+Missing Links
2015-07	99	147	0.673469387755102	2020 Snapshot+Missing Links
2015-08	110	149	0.738255033557047	2020 Snapshot+Missing Links
2015-09	111	157	0.7070063694267515	2020 Snapshot+Missing Links
2015-10	129	181	0.712707182320442	2020 Snapshot+Missing Links
2015-11	147	217	0.6774193548387096	2020 Snapshot+Missing Links
2015-12	114	166	0.6867469879518072	2020 Snapshot+Missing Links
2016-01	139	197	0.7055837563451777	2020 Snapshot+Missing Links
2016-02	187	255	0.7333333333333333	2020 Snapshot+Missing Links
2016-03	245	361	0.6786703601108033	2020 Snapshot+Missing Links
2016-04	206	318	0.6477987421383647	2020 Snapshot+Missing Links
2016-05	266	375	0.7093333333333334	2020 Snapshot+Missing Links
2016-06	252	369	0.6829268292682927	2020 Snapshot+Missing Links
2016-07	270	367	0.7356948228882834	2020 Snapshot+Missing Links
2016-08	322	425	0.7576470588235295	2020 Snapshot+Missing Links
2016-09	300	427	0.702576112412178	2020 Snapshot+Missing Links
2016-10	303	422	0.7180094786729858	2020 Snapshot+Missing Links
2016-11	312	443	0.7042889390519187	2020 Snapshot+Missing Links
2016-12	364	527	0.6907020872865275	2020 Snapshot+Missing Links
2017-01	400	556	0.7194244604316546	2020 Snapshot+Missing Links
2017-02	421	576	0.7309027777777778	2020 Snapshot+Missing Links
2017-03	536	745	0.7194630872483222	2020 Snapshot+Missing Links
2017-04	515	715	0.7202797202797203	2020 Snapshot+Missing Links
2017-05	638	904	0.7057522123893806	2020 Snapshot+Missing Links
2017-06	726	1014	0.7159763313609467	2020 Snapshot+Missing Links
2017-07	656	923	0.7107258938244854	2020 Snapshot+Missing Links
2017-08	679	969	0.7007223942208463	2020 Snapshot+Missing Links
2017-09	750	1047	0.7163323782234957	2020 Snapshot+Missing Links
2017-10	804	1160	0.6931034482758621	2020 Snapshot+Missing Links
2017-11	826	1171	0.7053800170794193	2020 Snapshot+Missing Links
2017-12	753	1047	0.7191977077363897	2020 Snapshot+Missing Links
2018-01	848	1238	0.6849757673667205	2020 Snapshot+Missing Links
2018-02	789	1199	0.6580483736447039	2020 Snapshot+Missing Links
2018-03	934	1464	0.6379781420765027	2020 Snapshot+Missing Links
2018-04	908	1475	0.615593220338983	2020 Snapshot+Missing Links
2018-05	1193	1869	0.6383092562867844	2020 Snapshot+Missing Links
2018-06	1078	1817	0.593285635663181	2020 Snapshot+Missing Links
2018-07	1044	1702	0.6133960047003525	2020 Snapshot+Missing Links
2018-08	1106	1837	0.6020685900925422	2020 Snapshot+Missing Links
2018-09	1067	1858	0.5742734122712594	2020 Snapshot+Missing Links
2018-10	1189	2104	0.5651140684410646	2020 Snapshot+Missing Links
2018-11	1031	1903	0.5417761429322123	2020 Snapshot+Missing Links
2018-12	995	1958	0.5081716036772217	2020 Snapshot+Missing Links
2019-01	1080	2149	0.5025593299208935	2020 Snapshot+Missing Links
2019-02	1013	2012	0.5034791252485089	2020 Snapshot+Missing Links
2019-03	1160	2433	0.47677764077270857	2020 Snapshot+Missing Links
2019-04	951	2283	0.41655716162943496	2020 Snapshot+Missing Links
2019-05	951	2545	0.3736738703339882	2020 Snapshot+Missing Links
2019-06	783	2440	0.3209016393442623	2020 Snapshot+Missing Links
2019-07	713	2657	0.26834776063229204	2020 Snapshot+Missing Links
2019-08	544	2540	0.2141732283464567	2020 Snapshot+Missing Links
2019-09	402	2731	0.14719882826803368	2020 Snapshot+Missing Links
2019-10	281	3058	0.09189012426422498	2020 Snapshot+Missing Links
2019-11	134	2756	0.04862119013062409	2020 Snapshot+Missing Links
2019-12	52	2518	0.020651310563939634	2020 Snapshot+Missing Links
2020-01	9	2661	0.0033821871476888386	2020 Snapshot+Missing Links
2013-11	35	60	0.583333333	Abdill et al. (2018)
2013-12	36	49	0.734693878	Abdill et al. (2018)
2014-01	32	54	0.592592593	Abdill et al. (2018)
2014-02	45	66	0.681818182	Abdill et al. (2018)
2014-03	34	43	0.790697674	Abdill et al. (2018)
2014-04	40	66	0.606060606	Abdill et al. (2018)
2014-05	54	81	0.666666667	Abdill et al. (2018)
2014-06	46	72	0.638888889	Abdill et al. (2018)
2014-07	46	67	0.6865671640000001	Abdill et al. (2018)
2014-08	55	80	0.6875	Abdill et al. (2018)
2014-09	64	93	0.688172043	Abdill et al. (2018)
2014-10	59	88	0.670454545	Abdill et al. (2018)
2014-11	62	81	0.7654320990000001	Abdill et al. (2018)
2014-12	70	95	0.736842105	Abdill et al. (2018)
2015-01	85	114	0.745614035	Abdill et al. (2018)
2015-02	61	88	0.693181818	Abdill et al. (2018)
2015-03	81	120	0.675	Abdill et al. (2018)
2015-04	77	119	0.647058824	Abdill et al. (2018)
2015-05	67	112	0.598214286	Abdill et al. (2018)
2015-06	93	128	0.7265625	Abdill et al. (2018)
2015-07	105	159	0.660377358	Abdill et al. (2018)
2015-08	119	159	0.748427673	Abdill et al. (2018)
2015-09	113	162	0.6975308640000001	Abdill et al. (2018)
2015-10	134	191	0.701570681	Abdill et al. (2018)
2015-11	152	227	0.669603524	Abdill et al. (2018)
2015-12	124	194	0.639175258	Abdill et al. (2018)
2016-01	134	202	0.663366337	Abdill et al. (2018)
2016-02	186	271	0.6863468629999999	Abdill et al. (2018)
2016-03	229	366	0.62568306	Abdill et al. (2018)
2016-04	219	345	0.6347826089999999	Abdill et al. (2018)
2016-05	257	388	0.662371134	Abdill et al. (2018)
2016-06	255	400	0.6375	Abdill et al. (2018)
2016-07	272	384	0.708333333	Abdill et al. (2018)
2016-08	305	448	0.6808035709999999	Abdill et al. (2018)
2016-09	283	436	0.6490825689999999	Abdill et al. (2018)
2016-10	311	455	0.6835164840000001	Abdill et al. (2018)
2016-11	316	463	0.6825054	Abdill et al. (2018)
2016-12	360	557	0.646319569	Abdill et al. (2018)
2017-01	403	586	0.687713311	Abdill et al. (2018)
2017-02	431	623	0.691813804	Abdill et al. (2018)
2017-03	560	812	0.689655172	Abdill et al. (2018)
2017-04	497	741	0.67071525	Abdill et al. (2018)
2017-05	631	958	0.658663883	Abdill et al. (2018)
2017-06	702	1097	0.639927074	Abdill et al. (2018)
2017-07	608	976	0.62295082	Abdill et al. (2018)
2017-08	597	988	0.604251012	Abdill et al. (2018)
2017-09	640	1059	0.60434372	Abdill et al. (2018)
2017-10	691	1205	0.573443983	Abdill et al. (2018)
2017-11	659	1196	0.551003344	Abdill et al. (2018)
2017-12	605	1099	0.550500455	Abdill et al. (2018)
2018-01	566	1247	0.453889334	Abdill et al. (2018)
2018-02	496	1228	0.403908795	Abdill et al. (2018)
2018-03	528	1482	0.35627530399999996	Abdill et al. (2018)
2018-04	495	1495	0.331103679	Abdill et al. (2018)
2018-05	616	1932	0.31884058	Abdill et al. (2018)
2018-06	414	1867	0.221746117	Abdill et al. (2018)
2018-07	281	1727	0.162709902	Abdill et al. (2018)
2018-08	173	1862	0.092910849	Abdill et al. (2018)
2018-09	116	1915	0.060574413	Abdill et al. (2018)
2018-10	55	2119	0.025955639	Abdill et al. (2018)
2018-11	17	1951	0.00871348	Abdill et al. (2018)
2013-11	27	49	0.5510204081632653	2020 Snapshot
2013-12	33	42	0.7857142857142857	2020 Snapshot
2014-01	31	50	0.62	2020 Snapshot
2014-02	40	60	0.6666666666666666	2020 Snapshot
2014-03	32	43	0.7441860465116279	2020 Snapshot
2014-04	38	61	0.6229508196721312	2020 Snapshot
2014-05	47	72	0.6527777777777778	2020 Snapshot
2014-06	51	76	0.6710526315789473	2020 Snapshot
2014-07	41	62	0.6612903225806451	2020 Snapshot
2014-08	55	82	0.6707317073170732	2020 Snapshot
2014-09	55	79	0.6962025316455697	2020 Snapshot
2014-10	60	86	0.6976744186046512	2020 Snapshot
2014-11	56	72	0.7777777777777778	2020 Snapshot
2014-12	68	91	0.7472527472527473	2020 Snapshot
2015-01	76	103	0.7378640776699029	2020 Snapshot
2015-02	56	88	0.6363636363636364	2020 Snapshot
2015-03	83	118	0.7033898305084746	2020 Snapshot
2015-04	83	122	0.680327868852459	2020 Snapshot
2015-05	61	107	0.5700934579439252	2020 Snapshot
2015-06	85	118	0.7203389830508474	2020 Snapshot
2015-07	99	147	0.673469387755102	2020 Snapshot
2015-08	110	149	0.738255033557047	2020 Snapshot
2015-09	110	157	0.7006369426751592	2020 Snapshot
2015-10	128	181	0.7071823204419889	2020 Snapshot
2015-11	146	217	0.6728110599078341	2020 Snapshot
2015-12	111	166	0.6686746987951807	2020 Snapshot
2016-01	131	197	0.6649746192893401	2020 Snapshot
2016-02	184	255	0.7215686274509804	2020 Snapshot
2016-03	237	361	0.6565096952908587	2020 Snapshot
2016-04	204	318	0.6415094339622641	2020 Snapshot
2016-05	260	375	0.6933333333333334	2020 Snapshot
2016-06	247	369	0.6693766937669376	2020 Snapshot
2016-07	269	367	0.7329700272479565	2020 Snapshot
2016-08	312	425	0.7341176470588235	2020 Snapshot
2016-09	289	427	0.6768149882903981	2020 Snapshot
2016-10	300	422	0.7109004739336493	2020 Snapshot
2016-11	306	443	0.690744920993228	2020 Snapshot
2016-12	358	527	0.6793168880455408	2020 Snapshot
2017-01	398	556	0.7158273381294964	2020 Snapshot
2017-02	411	576	0.7135416666666666	2020 Snapshot
2017-03	527	745	0.7073825503355705	2020 Snapshot
2017-04	504	715	0.7048951048951049	2020 Snapshot
2017-05	628	904	0.6946902654867256	2020 Snapshot
2017-06	709	1014	0.6992110453648915	2020 Snapshot
2017-07	635	923	0.6879739978331527	2020 Snapshot
2017-08	657	969	0.6780185758513931	2020 Snapshot
2017-09	737	1047	0.7039159503342884	2020 Snapshot
2017-10	784	1160	0.6758620689655173	2020 Snapshot
2017-11	810	1171	0.6917164816396243	2020 Snapshot
2017-12	736	1047	0.7029608404966571	2020 Snapshot
2018-01	834	1238	0.6736672051696284	2020 Snapshot
2018-02	756	1199	0.6305254378648875	2020 Snapshot
2018-03	905	1464	0.6181693989071039	2020 Snapshot
2018-04	860	1475	0.5830508474576271	2020 Snapshot
2018-05	1129	1869	0.6040663456393793	2020 Snapshot
2018-06	1016	1817	0.5591634562465603	2020 Snapshot
2018-07	980	1702	0.5757931844888367	2020 Snapshot
2018-08	1036	1837	0.5639629831246598	2020 Snapshot
2018-09	985	1858	0.5301399354144241	2020 Snapshot
2018-10	1122	2104	0.5332699619771863	2020 Snapshot
2018-11	960	1903	0.5044666316342616	2020 Snapshot
2018-12	921	1958	0.4703779366700715	2020 Snapshot
2019-01	985	2149	0.4583527221963704	2020 Snapshot
2019-02	957	2012	0.47564612326043737	2020 Snapshot
2019-03	1071	2433	0.4401972872996301	2020 Snapshot
2019-04	874	2283	0.38282961016206746	2020 Snapshot
2019-05	873	2545	0.3430255402750491	2020 Snapshot
2019-06	724	2440	0.2967213114754098	2020 Snapshot
2019-07	653	2657	0.24576590139254798	2020 Snapshot
2019-08	505	2540	0.19881889763779528	2020 Snapshot
2019-09	380	2731	0.13914317099963383	2020 Snapshot
2019-10	260	3058	0.08502289077828647	2020 Snapshot
2019-11	127	2756	0.04608127721335269	2020 Snapshot
2019-12	49	2518	0.019459888800635424	2020 Snapshot
2020-01	8	2661	0.003006388575723412	2020 Snapshot
