category	pca1_cossim	pca2_cossim	pca3_cossim	pca4_cossim	pca5_cossim	pca6_cossim	pca7_cossim	pca8_cossim	pca9_cossim	pca10_cossim	pca11_cossim	pca12_cossim	pca13_cossim	pca14_cossim	pca15_cossim	pca16_cossim	pca17_cossim	pca18_cossim	pca19_cossim	pca20_cossim	pca21_cossim	pca22_cossim	pca23_cossim	pca24_cossim	pca25_cossim	pca26_cossim	pca27_cossim	pca28_cossim	pca29_cossim	pca30_cossim	pca31_cossim	pca32_cossim	pca33_cossim	pca34_cossim	pca35_cossim	pca36_cossim	pca37_cossim	pca38_cossim	pca39_cossim	pca40_cossim	pca41_cossim	pca42_cossim	pca43_cossim	pca44_cossim	pca45_cossim	pca46_cossim	pca47_cossim	pca48_cossim	pca49_cossim	pca50_cossim
immunology	0.1024296706018959	0.06982514352083424	-0.07036868814907993	-0.2524426872946668	0.08685907689186301	-0.25287185237894283	0.39152401607431275	0.03336923384061219	0.05205331373507516	-0.019496038224238177	-0.0117683321389086	-0.20015167980641024	0.04702190336553336	0.044606553320751696	-0.005865828528638817	0.004878572690361405	0.060947918240830234	0.01855301365300932	-0.03632419357374217	0.1761242466506352	0.030195229086417585	0.20855600245050487	-0.17241183797618165	-0.04489205332456492	0.05110340670463276	-0.055841048147752925	0.08121730730833909	-0.016321353135702488	0.1366893446602626	0.060712715949155394	0.023695818650912526	-0.01329784919095478	0.12146483136576658	-0.08603330577741564	-0.16050802344834647	0.060580121886123384	0.05764023603537638	-0.13627257904228274	0.17025011786322253	0.08075771440637958	0.11547102471022197	-0.07939285036800214	0.167051180305839	-0.024808435626637593	0.015062458925350963	-0.1871959411645303	-0.06711947047930256	0.0007850868884471396	-0.17192785828485957	0.052265168563185416
microbiology	0.2190763426966974	0.16380134943647617	-0.10504197185366437	-0.034819169855165866	0.17963176873219266	-0.23093170273758545	0.313623671501827	-0.005960319166328665	0.06650723897392219	-0.05366263888650713	-0.0713009588608362	-0.16608006287785493	0.061523500890134364	0.011866831327050131	0.020055994153534207	-0.05673404385211711	0.06439708579857406	0.022652589236358267	-0.03614282626846865	0.21019392094519607	0.06083856464625659	0.1776499902805636	-0.18525422020320548	-0.0076325138850636964	0.07408915387740567	-0.04706829109267252	0.07944335913336231	-0.03459235874988398	0.07881922674657149	0.06518693068710846	0.02860398726005675	-0.0020952051658076343	0.12825474675134807	-0.10281523243279422	-0.15698356161397475	0.06935797698118251	0.07064684355834983	-0.13355939681576157	0.17774501617074412	0.10101051833467789	0.11884775453092766	-0.08520005086511162	0.16496015332008485	-0.04202080248024109	0.014181741425285721	-0.1817627600188605	-0.07877691274435494	-0.016082350701466908	-0.18778496884823048	0.06195439841399675
molecular biology	0.14891916431189112	0.1645719805906639	-0.23060310935650308	-0.1891043197351221	0.15000666104018578	-0.2667433826742984	0.25121829433876175	-0.03852826510005247	0.06526842791659682	-0.03836431245764449	-0.03017638105946374	-0.09611780390557523	0.08536781815697436	0.07598768819683555	0.018233032262621296	-0.011449739916794766	0.05149310976758725	0.007525898968776645	-0.058179024144519254	0.17422147759625572	0.06569683987178454	0.164163844521944	-0.1813245675254671	-0.023344043677393955	0.06968522032910807	-0.04524276971704411	0.09225213691657741	-0.046714744468507874	0.08790537360238482	0.06590957008503162	0.026697153119380368	-0.0013097328886533255	0.12310437828765042	-0.09888975891163487	-0.16259143020498223	0.07704504732221129	0.05790317726371663	-0.1345042442240305	0.18195651215877984	0.09974391838787844	0.126862280017497	-0.0990857902129394	0.17099724247574222	-0.04226334121534969	0.02055298946379469	-0.17827320332069352	-0.0753519155137754	-0.01908564161369286	-0.1894229908799101	0.057825056843147205
neuroscience	0.5304273303793665	-0.1913242031742044	-0.13524966015851692	-0.22868857311525703	0.07219476422056526	-0.21889786851689208	0.18865106990665326	0.00626826138379033	0.05244134953449309	-0.03904657070512152	-0.04122286452528989	-0.10943083555313082	0.056992708783218826	0.022129382404170284	0.037455000964522256	-0.022099025709138687	0.04561423720639235	0.017315019636157003	-0.031793211185367376	0.14808552355901594	0.05965050082428136	0.1506653202486432	-0.1612755184919712	-0.017773893192732038	0.060689552141211967	-0.04472842757015005	0.07932060893459236	-0.035269750663154964	0.08058002178347667	0.06597530611670654	0.024075520241928272	0.0003013191116796321	0.10836401309912924	-0.08698310684331867	-0.13677433099674463	0.062373262109031824	0.051849649591997005	-0.11876875171598589	0.15424826404348135	0.08740267320742712	0.10286696182140942	-0.07459766399398715	0.14326528687871687	-0.03496014216933663	0.015054915096873511	-0.15832285605267438	-0.0670875809374254	-0.015637909184633036	-0.16191279749989462	0.047452185024744686
none	0.4583416763018031	0.1564619956546791	-0.14184893991539083	-0.17735347016843273	0.1864884583314047	-0.21568992358357986	0.25912291423919265	0.029298857176988324	0.051492134439458326	-0.02498032567390296	-0.022943347416591653	-0.09615389124503038	0.09608335860958528	0.02759852294553533	0.03305861679733735	-0.004177140970499371	0.056579324994883495	0.026006911056505988	-0.03097529880040173	0.13568525414216914	0.05749749286096173	0.1657878769675104	-0.16384462871134597	-0.016974868065392945	0.04984163183449919	-0.03943497041759003	0.07557731859041295	-0.038810826341541205	0.0881639853465419	0.06783133070146585	0.03096207856801525	-0.007391544378289039	0.10957265883110234	-0.09121202326845168	-0.14873088909623555	0.07020876702799439	0.06221612297333856	-0.12496796924526654	0.1754863880941293	0.09498050659063795	0.11288785960897585	-0.07402721777485954	0.1338423237195847	-0.039067402816246544	0.01422154812382559	-0.1537198734023284	-0.06471410361901553	-0.013125037468812328	-0.17212312021617038	0.05558881796586468
paleontology	0.5229952669787261	0.0251155263069055	-0.0319145953520561	-0.0238477400706385	0.24976909497528033	-0.21231573260338643	0.14121839319695928	0.13054876100664947	-0.04834339520898423	-0.006261412601510141	-0.02278528626483256	-0.14159455514112618	0.0887422911061132	0.06754429841744614	0.038475362613117015	-0.02326819582385098	0.063763654666261	0.013777942183031966	-0.03678627358294806	0.11223925683872649	0.024743356368944536	0.10976131323017102	-0.12556976796106278	-0.03114507028726643	0.06732619170164444	-0.0356706577040935	0.05664763069809331	-0.0332841099055694	0.07295605756344303	0.06469662039170054	0.03721611712873818	-0.0003740880836693439	0.1412136452321614	-0.09337611400057466	-0.1451953037044027	0.045666231082798325	0.06608718041055972	-0.14003220536134298	0.16395421173565805	0.0905504124840455	0.12339718050113024	-0.08838404143902379	0.1743710269738813	-0.03219362674976023	0.00017013844954438806	-0.1534136729027049	-0.0743172371933074	-0.022870880768168345	-0.1741240012310561	0.03662251202305189
pathology	0.3000170344263994	0.024752282562080508	-0.04411134309124365	-0.1816636401604106	0.02787698554381768	-0.2127665790065032	0.3476534901395749	0.044119872491331535	0.0065879166805860034	0.01992351920770985	-0.03810236610800066	-0.1316745645443036	0.09524160823373129	0.03643214665302741	0.04875369950175912	-0.019728289198280846	0.10103476090892527	0.04795669778923528	-0.05280245051084265	0.16718586841710992	0.059154416556083445	0.14883751152320868	-0.1729782485559832	-0.036720895630603545	0.0599462042914648	-0.04390844189906251	0.08873569459405606	-0.047477692954678075	0.10055438185825794	0.055288853836024554	0.01365169920033793	0.0067991143862624615	0.12772083748993257	-0.08672114070260561	-0.1540280358044972	0.07841325149114287	0.06269765960767981	-0.1199118498997358	0.19106942100752133	0.09771014987889737	0.1254986048573482	-0.09020385018143728	0.1771739239948611	-0.026899661400492603	0.031348271919321546	-0.18292076610702535	-0.08006149124188111	-0.015141626287134002	-0.18746736013154797	0.06214437349068069
pharmacology	0.24101847085648476	-0.03819070886616549	-0.051134572276369195	-0.10913466110686598	0.08284101899418739	-0.21703970588674082	0.37882761848980795	-0.07952675679158183	0.008311049454025166	-0.03901445914924695	-0.026306757992808016	-0.12519670799918536	0.08778506140533748	0.0328966582596919	0.06379204142840578	0.00047370600563712006	0.06352433619865872	0.05127105339139759	-0.046776532831222184	0.15071956710006518	0.05441227903751711	0.18150203146669097	-0.16794733711454723	-0.009013645345602228	0.0710111539735081	-0.037280327927882606	0.07271313190078832	-0.04143484892660343	0.10034241084493167	0.10734296899974127	0.012068193566876384	0.012306405285888666	0.11551688733727206	-0.10453465235127268	-0.15651497656503066	0.07188187769039278	0.06554476117151642	-0.15831457159712992	0.18558778637927897	0.12885703910475743	0.10962481702148918	-0.10221640110734076	0.17751492154285897	-0.04663269115724744	0.01689877718776822	-0.1770044215533384	-0.07252842176718577	-0.018744551254494146	-0.19169664852187518	0.04409524790135411
physiology	0.2868625119357553	-0.11269664882124553	-0.01324546137692817	-0.12851247093164142	0.10584456373996243	-0.26101278037205966	0.3181756498106785	-0.007872304305287736	0.013166806110134543	-0.03788775962874502	-0.05938496917876446	-0.09498733313266938	0.12038605601107699	0.06499543847312095	0.08975404374970386	-0.005484310823436145	0.08777154732944925	0.03379030564961116	-0.04337487014223074	0.16377893442979408	0.04163966492269655	0.18223304044866195	-0.15604305781396133	-0.02935163069911706	0.06464064641382794	-0.05457198291270138	0.08201976832348179	-0.027224313109785347	0.09864562267396215	0.07172747163911974	0.00499084016791318	-0.020157972168595606	0.12176848564979559	-0.09324871768448095	-0.1710925901607263	0.07413344358080975	0.06416876427912321	-0.13314271359417962	0.1834641711568472	0.09832072276033621	0.12912354515965607	-0.09046958405621108	0.17678325587690136	-0.03948933156363599	0.028799883069120402	-0.18235934180026958	-0.08762764750000662	-0.01711855961724318	-0.193338674533041	0.051783886910371946
plant biology	0.2619973374379009	0.12310317267192905	-0.11090192609152072	-0.08711747745659615	0.22519037686243049	-0.256053425845437	0.2224867065813232	0.028782265305856702	0.010495338512531704	-0.11317969835214048	-0.07604385749602893	-0.08033817333004722	0.1099593826477292	0.03665636392648064	0.029928375247508243	-0.03936934148833493	0.06515004096472132	0.07425546439752684	-0.05133745392600586	0.1759773502821278	0.11415507166220773	0.1537061235986409	-0.17738040021371315	-0.029653580508546717	0.05243777023505902	-0.04191587971536159	0.10065296222101827	-0.03100590658575819	0.14935883022698437	0.07090841801267278	0.0662779178719739	0.00821822770341496	0.12293140964593119	-0.07091632694226968	-0.16521899911060411	0.06694647994532832	0.041268271413349655	-0.1298511475877253	0.19166168948364015	0.09820476841987569	0.13157532410503248	-0.07027917336093825	0.1656965822673998	-0.03316579890055138	0.013624378054449715	-0.1785979634212378	-0.07247360333152364	-0.019951418745258742	-0.1908696662924949	0.03922540785655815
scientific communication	0.6259033172095895	0.07266178570211335	0.026566942031906238	-0.09731144787209889	0.08299030913380989	0.01144797418165655	0.2566755141558207	-0.011425940081529973	0.03727370106914896	0.004990118086750539	0.03226488171299002	-0.10495015660079177	0.14633917287766485	0.10536015005504085	0.012791479867919286	-0.023611125541259215	-0.009561093876944593	0.025236264664516117	0.014824443994605474	0.13352994424071307	0.0574285389404432	0.1335347939965399	-0.15337411004300217	-8.081629377976185e-05	0.09896353108648825	-0.019125275414377585	0.09876537603096458	0.002018371229593585	0.06354337284405165	0.10113699308750335	0.034775641465952356	0.0064681022901461604	0.1097452170875397	-0.051228821264046376	-0.13287691553585468	0.05730031774076427	0.07872871593578157	-0.093607959046488	0.14912787469100452	0.06444311177881956	0.11384216290183147	-0.0785644463416415	0.14237220785881832	-0.02817234971067406	0.010758748591443434	-0.15226635415948642	-0.04111450281954743	-0.00228784077023092	-0.15913136316775023	0.06399749808811583
scientific communication and education	0.6586821418924609	0.0887392369558303	-0.02122374958307449	-0.10460270635580038	0.06445080566771533	-0.04107826904795697	0.23308025454127435	0.007414077024679	-0.008529904057297477	-0.025500921135541033	0.0501262794796179	-0.07641336284761979	0.11903984539796508	0.10262311610933028	-0.013069087088444453	-0.01987713733517915	0.003192739497124286	0.02403577736553031	0.0344530713439859	0.12388168149441503	0.03950007359323471	0.13080597833726237	-0.1352156674825402	-0.001983384534302024	0.11502872186801771	-0.02040509426733972	0.10666957700531143	-0.002847335395209649	0.05143868815146657	0.11268593209005362	0.04058733759674371	0.023505791958211564	0.10929320017573552	-0.04182737786391777	-0.121919692225122	0.0667819635548843	0.10002491943602188	-0.10172951021711474	0.13690133729127996	0.06250453728241179	0.11032621545598165	-0.07326207870178103	0.14293283567439274	-0.0268747571895811	0.005220147927876728	-0.13639000361216969	-0.029241222832000924	0.005046821234569343	-0.1490080781349108	0.0651011943552201
synthetic biology	0.2552915984956239	0.11494262218532525	-0.2939208156259847	-0.1238709765290198	0.21282693049409196	-0.1790965202368544	0.33455581258128664	-0.04474795067341564	0.1114274781680864	-0.07801594221171726	-0.03842965749678173	-0.0822961275084042	0.0748677835897994	0.013155668509471696	0.03169307496844054	-0.018330050719204793	0.03060690256822496	0.01789042817625508	-0.06907653003940695	0.17544972781168178	0.053975619129204344	0.13745946652774443	-0.1933547692406119	-0.008842060806878216	0.08078827997606552	-0.044963117219308124	0.08017562183006754	-0.006968311348569456	0.0803757901285167	0.07860155085106557	0.023868028329515956	-0.025260003221739158	0.10554384954988627	-0.10253221701738258	-0.16078147442673463	0.062312575262094994	0.048279646122048714	-0.12379008043919737	0.18841789858819824	0.07132511747394121	0.1183403939724883	-0.09108948479101642	0.1603788443390589	-0.03689937973079971	0.02063487872885772	-0.16110722236683195	-0.07717205445615316	-0.011601571911535657	-0.1634840688686312	0.04693071152434147
systems biology	0.40548753133470616	0.07944924595199143	-0.18721062850197678	-0.24654028229401126	0.21526985315797642	-0.19741052624748323	0.339701418525701	-0.002655573067419814	0.003672742357677894	-0.07343881339493885	-0.042086417900425	-0.11583263952304468	0.08242443602452276	0.04581212723935224	0.05136348815710767	-0.02835827107607103	0.03888807229321112	0.019356284549661873	-0.047027472901106426	0.15703169141274032	0.059128366859427905	0.14889692052476622	-0.14859350956041983	-0.018935645946749347	0.06778235687871426	-0.04809104472121528	0.07363098465777518	-0.034038291122674424	0.08307606806960321	0.06778054037144576	0.018797386144306594	-0.006005384354355714	0.09930016575848244	-0.0906947357889909	-0.13968918473723413	0.07303775068651441	0.05402507870229012	-0.12133244164090784	0.16273293065455563	0.08844865256948686	0.10339375963012587	-0.07122616137344684	0.1488958110801829	-0.034547482383084915	0.018468638851655728	-0.15897891604864034	-0.06849240095162812	-0.006061583303695661	-0.15931828673326387	0.04353313301871109
zoology	0.4398279887927239	0.021233303006269688	0.0032966333735248154	0.025913939547171805	0.18093357285128508	-0.2325279898500423	0.1893097697648144	0.10540802699334573	0.013911561122203486	-0.03213184976849526	-0.04686462666482072	-0.12832627458454104	0.12413732701830327	0.06317266199498695	0.03222630671594795	0.020191977367195912	0.05986306735968572	0.038480247479597995	-0.047299530204221174	0.1525395388753904	0.06495110164921647	0.1715203262497914	-0.15972290982191062	-0.03332031358291965	0.08881949299142244	-0.04485760557481222	0.06195548862906464	-0.05172954698700716	0.0852100125257027	0.07543649444961753	0.01711443669417856	-0.014121433387143112	0.11406785563828936	-0.1017783474746572	-0.14699719267381517	0.07468062474170933	0.06725143685948431	-0.14509910527466285	0.17169947088589732	0.09989734951245866	0.12357700629998691	-0.08237664232844555	0.16714956982635387	-0.04689415781045958	0.026574246526856027	-0.1629038558876883	-0.08138687359440544	-0.021160080468345388	-0.1854492822819378	0.05701487903128688
